Fee_ID,Student_ID,Semester,Tuition_Fee,Library_Fee,Exam_Fee,Total_Fee,Amount_Paid,Balance,Status
FEE5782,STU0723,6,90000,3000,2500,95500,95500,0,Paid
FEE5783,STU0723,7,90000,3000,2500,95500,95500,0,Paid
FEE5784,STU0723,8,90000,3000,2500,95500,95500,0,Paid
FEE5785,STU0724,1,90000,3000,2500,95500,0,95500,Pending
FEE5786,STU0724,2,90000,3000,2500,95500,0,95500,Pending
FEE5787,STU0724,3,90000,3000,2500,95500,95500,0,Paid
FEE5788,STU0724,4,90000,3000,2500,95500,95500,0,Paid
FEE5789,STU0724,5,90000,3000,2500,95500,85867,9633,Partially Paid
FEE5790,STU0724,6,90000,3000,2500,95500,95500,0,Paid
FEE5791,STU0724,7,90000,3000,2500,95500,95500,0,Paid
FEE5792,STU0724,8,90000,3000,2500,95500,0,95500,Pending
FEE5793,STU0725,1,90000,3000,2500,95500,82612,12888,Partially Paid
FEE5794,STU0725,2,90000,3000,2500,95500,0,95500,Pending
FEE5795,STU0725,3,90000,3000,2500,95500,95500,0,Paid
FEE5796,STU0725,4,90000,3000,2500,95500,95500,0,Paid
FEE5797,STU0725,5,90000,3000,2500,95500,95500,0,Paid
FEE5798,STU0725,6,90000,3000,2500,95500,95500,0,Paid
FEE5799,STU0725,7,90000,3000,2500,95500,95500,0,Paid
FEE5800,STU0725,8,90000,3000,2500,95500,95500,0,Paid
FEE5801,STU0726,1,90000,3000,2500,95500,95500,0,Paid
FEE5802,STU0726,2,90000,3000,2500,95500,95500,0,Paid
FEE5803,STU0726,3,90000,3000,2500,95500,95500,0,Paid
FEE5804,STU0726,4,90000,3000,2500,95500,95500,0,Paid
FEE5805,STU0726,5,90000,3000,2500,95500,71209,24291,Partially Paid
FEE5806,STU0726,6,90000,3000,2500,95500,95500,0,Paid
FEE5807,STU0726,7,90000,3000,2500,95500,95500,0,Paid
FEE5808,STU0726,8,90000,3000,2500,95500,95500,0,Paid
FEE5809,STU0727,1,90000,3000,2500,95500,95500,0,Paid
FEE5810,STU0727,2,90000,3000,2500,95500,85327,10173,Partially Paid
FEE5811,STU0727,3,90000,3000,2500,95500,95500,0,Paid
FEE5812,STU0727,4,90000,3000,2500,95500,90185,5315,Partially Paid
FEE5813,STU0727,5,90000,3000,2500,95500,0,95500,Pending
FEE5814,STU0727,6,90000,3000,2500,95500,95500,0,Paid
FEE5815,STU0727,7,90000,3000,2500,95500,95500,0,Paid
FEE5816,STU0727,8,90000,3000,2500,95500,0,95500,Pending
FEE5817,STU0728,1,90000,3000,2500,95500,95500,0,Paid
FEE5818,STU0728,2,90000,3000,2500,95500,95500,0,Paid
FEE5819,STU0728,3,90000,3000,2500,95500,95500,0,Paid
FEE5820,STU0728,4,90000,3000,2500,95500,95500,0,Paid
FEE5821,STU0728,5,90000,3000,2500,95500,95500,0,Paid
FEE5822,STU0728,6,90000,3000,2500,95500,95500,0,Paid
FEE5823,STU0728,7,90000,3000,2500,95500,95500,0,Paid
FEE5824,STU0728,8,90000,3000,2500,95500,95500,0,Paid
FEE5825,STU0729,1,90000,3000,2500,95500,95500,0,Paid
FEE5826,STU0729,2,90000,3000,2500,95500,95500,0,Paid
FEE5827,STU0729,3,90000,3000,2500,95500,66871,28629,Partially Paid
FEE5828,STU0729,4,90000,3000,2500,95500,49286,46214,Partially Paid
FEE5829,STU0729,5,90000,3000,2500,95500,95500,0,Paid
FEE5830,STU0729,6,90000,3000,2500,95500,63149,32351,Partially Paid
FEE5831,STU0729,7,90000,3000,2500,95500,95500,0,Paid
FEE5832,STU0729,8,90000,3000,2500,95500,95500,0,Paid
FEE5833,STU0730,1,90000,3000,2500,95500,95500,0,Paid
FEE5834,STU0730,2,90000,3000,2500,95500,95500,0,Paid
FEE5835,STU0730,3,90000,3000,2500,95500,95500,0,Paid
FEE5836,STU0730,4,90000,3000,2500,95500,95500,0,Paid
FEE5837,STU0730,5,90000,3000,2500,95500,95500,0,Paid
FEE5838,STU0730,6,90000,3000,2500,95500,95500,0,Paid
FEE5839,STU0730,7,90000,3000,2500,95500,95500,0,Paid
FEE5840,STU0730,8,90000,3000,2500,95500,83075,12425,Partially Paid
FEE5841,STU0731,1,90000,3000,2500,95500,95500,0,Paid
FEE5842,STU0731,2,90000,3000,2500,95500,0,95500,Pending
FEE5843,STU0731,3,90000,3000,2500,95500,95500,0,Paid
FEE5844,STU0731,4,90000,3000,2500,95500,95500,0,Paid
FEE5845,STU0731,5,90000,3000,2500,95500,95500,0,Paid
FEE5846,STU0731,6,90000,3000,2500,95500,95500,0,Paid
FEE5847,STU0731,7,90000,3000,2500,95500,95500,0,Paid
FEE5848,STU0731,8,90000,3000,2500,95500,58493,37007,Partially Paid
FEE5849,STU0732,1,90000,3000,2500,95500,95500,0,Paid
FEE5850,STU0732,2,90000,3000,2500,95500,0,95500,Pending
FEE5851,STU0732,3,90000,3000,2500,95500,95500,0,Paid
FEE5852,STU0732,4,90000,3000,2500,95500,0,95500,Pending
FEE5853,STU0732,5,90000,3000,2500,95500,87350,8150,Partially Paid
FEE5854,STU0732,6,90000,3000,2500,95500,95500,0,Paid
FEE5855,STU0732,7,90000,3000,2500,95500,95500,0,Paid
FEE5856,STU0732,8,90000,3000,2500,95500,95500,0,Paid
FEE5857,STU0733,1,90000,3000,2500,95500,95500,0,Paid
FEE5858,STU0733,2,90000,3000,2500,95500,95500,0,Paid
FEE5859,STU0733,3,90000,3000,2500,95500,49438,46062,Partially Paid
FEE5860,STU0733,4,90000,3000,2500,95500,95500,0,Paid
FEE5861,STU0733,5,90000,3000,2500,95500,95500,0,Paid
FEE5862,STU0733,6,90000,3000,2500,95500,76764,18736,Partially Paid
FEE5863,STU0733,7,90000,3000,2500,95500,91974,3526,Partially Paid
FEE5864,STU0733,8,90000,3000,2500,95500,95500,0,Paid
FEE5865,STU0734,1,90000,3000,2500,95500,0,95500,Pending
FEE5866,STU0734,2,90000,3000,2500,95500,94079,1421,Partially Paid
FEE5867,STU0734,3,90000,3000,2500,95500,95500,0,Paid
FEE5868,STU0734,4,90000,3000,2500,95500,95500,0,Paid
FEE5869,STU0734,5,90000,3000,2500,95500,95500,0,Paid
FEE5870,STU0734,6,90000,3000,2500,95500,95500,0,Paid
FEE5871,STU0734,7,90000,3000,2500,95500,95500,0,Paid
FEE5872,STU0734,8,90000,3000,2500,95500,93137,2363,Partially Paid
FEE5873,STU0735,1,90000,3000,2500,95500,95500,0,Paid
FEE5874,STU0735,2,90000,3000,2500,95500,0,95500,Pending
FEE5875,STU0735,3,90000,3000,2500,95500,95500,0,Paid
FEE5876,STU0735,4,90000,3000,2500,95500,93087,2413,Partially Paid
FEE5877,STU0735,5,90000,3000,2500,95500,76044,19456,Partially Paid
FEE5878,STU0735,6,90000,3000,2500,95500,95500,0,Paid
FEE5879,STU0735,7,90000,3000,2500,95500,95500,0,Paid
FEE5880,STU0735,8,90000,3000,2500,95500,56024,39476,Partially Paid
FEE5881,STU0736,1,90000,3000,2500,95500,95500,0,Paid
FEE5882,STU0736,2,90000,3000,2500,95500,95500,0,Paid
FEE5883,STU0736,3,90000,3000,2500,95500,95500,0,Paid
FEE5884,STU0736,4,90000,3000,2500,95500,95500,0,Paid
FEE5885,STU0736,5,90000,3000,2500,95500,95500,0,Paid
FEE5886,STU0736,6,90000,3000,2500,95500,95500,0,Paid
FEE5887,STU0736,7,90000,3000,2500,95500,95500,0,Paid
FEE5888,STU0736,8,90000,3000,2500,95500,0,95500,Pending
FEE5889,STU0737,1,90000,3000,2500,95500,95500,0,Paid
FEE5890,STU0737,2,90000,3000,2500,95500,95500,0,Paid
FEE5891,STU0737,3,90000,3000,2500,95500,95500,0,Paid
FEE5892,STU0737,4,90000,3000,2500,95500,95500,0,Paid
FEE5893,STU0737,5,90000,3000,2500,95500,85039,10461,Partially Paid
FEE5894,STU0737,6,90000,3000,2500,95500,95500,0,Paid
FEE5895,STU0737,7,90000,3000,2500,95500,95500,0,Paid
FEE5896,STU0737,8,90000,3000,2500,95500,0,95500,Pending
FEE5897,STU0738,1,90000,3000,2500,95500,95500,0,Paid
FEE5898,STU0738,2,90000,3000,2500,95500,95500,0,Paid
FEE5899,STU0738,3,90000,3000,2500,95500,95500,0,Paid
FEE5900,STU0738,4,90000,3000,2500,95500,95500,0,Paid
FEE5901,STU0738,5,90000,3000,2500,95500,50090,45410,Partially Paid
FEE5902,STU0738,6,90000,3000,2500,95500,93186,2314,Partially Paid
FEE5903,STU0738,7,90000,3000,2500,95500,95500,0,Paid
FEE5904,STU0738,8,90000,3000,2500,95500,95500,0,Paid
FEE5905,STU0739,1,90000,3000,2500,95500,95500,0,Paid
FEE5906,STU0739,2,90000,3000,2500,95500,95500,0,Paid
FEE5907,STU0739,3,90000,3000,2500,95500,95500,0,Paid
FEE5908,STU0739,4,90000,3000,2500,95500,59573,35927,Partially Paid
FEE5909,STU0739,5,90000,3000,2500,95500,95500,0,Paid
FEE5910,STU0739,6,90000,3000,2500,95500,67505,27995,Partially Paid
FEE5911,STU0739,7,90000,3000,2500,95500,95500,0,Paid
FEE5912,STU0739,8,90000,3000,2500,95500,95500,0,Paid
FEE5913,STU0740,1,90000,3000,2500,95500,95500,0,Paid
FEE5914,STU0740,2,90000,3000,2500,95500,95500,0,Paid
FEE5915,STU0740,3,90000,3000,2500,95500,95500,0,Paid
FEE5916,STU0740,4,90000,3000,2500,95500,0,95500,Pending
FEE5917,STU0740,5,90000,3000,2500,95500,95500,0,Paid
FEE5918,STU0740,6,90000,3000,2500,95500,89242,6258,Partially Paid
FEE5919,STU0740,7,90000,3000,2500,95500,95500,0,Paid
FEE5920,STU0740,8,90000,3000,2500,95500,95500,0,Paid
FEE5921,STU0741,1,90000,3000,2500,95500,95500,0,Paid
FEE5922,STU0741,2,90000,3000,2500,95500,95500,0,Paid
FEE5923,STU0741,3,90000,3000,2500,95500,95500,0,Paid
FEE5924,STU0741,4,90000,3000,2500,95500,64381,31119,Partially Paid
FEE5925,STU0741,5,90000,3000,2500,95500,95500,0,Paid
FEE5926,STU0741,6,90000,3000,2500,95500,95500,0,Paid
FEE5927,STU0741,7,90000,3000,2500,95500,0,95500,Pending
FEE5928,STU0741,8,90000,3000,2500,95500,95500,0,Paid
FEE5929,STU0742,1,90000,3000,2500,95500,95500,0,Paid
FEE5930,STU0742,2,90000,3000,2500,95500,95500,0,Paid
FEE5931,STU0742,3,90000,3000,2500,95500,95500,0,Paid
FEE5932,STU0742,4,90000,3000,2500,95500,95500,0,Paid
FEE5933,STU0742,5,90000,3000,2500,95500,0,95500,Pending
FEE5934,STU0742,6,90000,3000,2500,95500,95500,0,Paid
FEE5935,STU0742,7,90000,3000,2500,95500,95500,0,Paid
FEE5936,STU0742,8,90000,3000,2500,95500,49717,45783,Partially Paid
FEE5937,STU0743,1,90000,3000,2500,95500,95500,0,Paid
FEE5938,STU0743,2,90000,3000,2500,95500,0,95500,Pending
FEE5939,STU0743,3,90000,3000,2500,95500,63715,31785,Partially Paid
FEE5940,STU0743,4,90000,3000,2500,95500,62753,32747,Partially Paid
FEE5941,STU0743,5,90000,3000,2500,95500,83623,11877,Partially Paid
FEE5942,STU0743,6,90000,3000,2500,95500,95500,0,Paid
FEE5943,STU0743,7,90000,3000,2500,95500,95500,0,Paid
FEE5944,STU0743,8,90000,3000,2500,95500,83051,12449,Partially Paid
FEE5945,STU0744,1,90000,3000,2500,95500,62692,32808,Partially Paid
FEE5946,STU0744,2,90000,3000,2500,95500,95500,0,Paid
FEE5947,STU0744,3,90000,3000,2500,95500,95500,0,Paid
FEE5948,STU0744,4,90000,3000,2500,95500,87252,8248,Partially Paid
FEE5949,STU0744,5,90000,3000,2500,95500,95500,0,Paid
FEE5950,STU0744,6,90000,3000,2500,95500,0,95500,Pending
FEE5951,STU0744,7,90000,3000,2500,95500,95500,0,Paid
FEE5952,STU0744,8,90000,3000,2500,95500,0,95500,Pending
FEE5953,STU0745,1,90000,3000,2500,95500,57847,37653,Partially Paid
FEE5954,STU0745,2,90000,3000,2500,95500,95500,0,Paid
FEE5955,STU0745,3,90000,3000,2500,95500,95500,0,Paid
FEE5956,STU0745,4,90000,3000,2500,95500,67506,27994,Partially Paid
FEE5957,STU0745,5,90000,3000,2500,95500,95500,0,Paid
FEE5958,STU0745,6,90000,3000,2500,95500,95500,0,Paid
FEE5959,STU0745,7,90000,3000,2500,95500,95500,0,Paid
FEE5960,STU0745,8,90000,3000,2500,95500,95500,0,Paid
FEE5961,STU0746,1,90000,3000,2500,95500,95500,0,Paid
FEE5962,STU0746,2,90000,3000,2500,95500,79626,15874,Partially Paid
FEE5963,STU0746,3,90000,3000,2500,95500,95500,0,Paid
FEE5964,STU0746,4,90000,3000,2500,95500,95500,0,Paid
FEE5965,STU0746,5,90000,3000,2500,95500,61087,34413,Partially Paid
FEE5966,STU0746,6,90000,3000,2500,95500,95500,0,Paid
FEE5967,STU0746,7,90000,3000,2500,95500,95500,0,Paid
FEE5968,STU0746,8,90000,3000,2500,95500,95500,0,Paid
FEE5969,STU0747,1,90000,3000,2500,95500,76300,19200,Partially Paid
FEE5970,STU0747,2,90000,3000,2500,95500,60862,34638,Partially Paid
FEE5971,STU0747,3,90000,3000,2500,95500,76827,18673,Partially Paid
FEE5972,STU0747,4,90000,3000,2500,95500,95500,0,Paid
FEE5973,STU0747,5,90000,3000,2500,95500,0,95500,Pending
FEE5974,STU0747,6,90000,3000,2500,95500,82657,12843,Partially Paid
FEE5975,STU0747,7,90000,3000,2500,95500,62878,32622,Partially Paid
FEE5976,STU0747,8,90000,3000,2500,95500,95500,0,Paid
FEE5977,STU0748,1,90000,3000,2500,95500,95500,0,Paid
FEE5978,STU0748,2,90000,3000,2500,95500,95500,0,Paid
FEE5979,STU0748,3,90000,3000,2500,95500,95500,0,Paid
FEE5980,STU0748,4,90000,3000,2500,95500,0,95500,Pending
FEE5981,STU0748,5,90000,3000,2500,95500,95500,0,Paid
FEE5982,STU0748,6,90000,3000,2500,95500,58499,37001,Partially Paid
FEE5983,STU0748,7,90000,3000,2500,95500,59762,35738,Partially Paid
FEE5984,STU0748,8,90000,3000,2500,95500,87446,8054,Partially Paid
FEE5985,STU0749,1,90000,3000,2500,95500,95500,0,Paid
FEE5986,STU0749,2,90000,3000,2500,95500,95500,0,Paid
FEE5987,STU0749,3,90000,3000,2500,95500,95500,0,Paid
FEE5988,STU0749,4,90000,3000,2500,95500,0,95500,Pending
FEE5989,STU0749,5,90000,3000,2500,95500,66324,29176,Partially Paid
FEE5990,STU0749,6,90000,3000,2500,95500,0,95500,Pending
FEE5991,STU0749,7,90000,3000,2500,95500,56583,38917,Partially Paid
FEE5992,STU0749,8,90000,3000,2500,95500,54976,40524,Partially Paid
FEE5993,STU0750,1,90000,3000,2500,95500,95500,0,Paid
FEE5994,STU0750,2,90000,3000,2500,95500,95500,0,Paid
FEE5995,STU0750,3,90000,3000,2500,95500,59217,36283,Partially Paid
FEE5996,STU0750,4,90000,3000,2500,95500,95500,0,Paid
FEE5997,STU0750,5,90000,3000,2500,95500,95500,0,Paid
FEE5998,STU0750,6,90000,3000,2500,95500,78268,17232,Partially Paid
FEE5999,STU0750,7,90000,3000,2500,95500,95500,0,Paid
FEE6000,STU0750,8,90000,3000,2500,95500,95500,0,Paid
FEE6001,STU0751,1,90000,3000,2500,95500,75234,20266,Partially Paid
FEE6002,STU0751,2,90000,3000,2500,95500,95500,0,Paid
FEE6003,STU0751,3,90000,3000,2500,95500,59815,35685,Partially Paid
FEE6004,STU0751,4,90000,3000,2500,95500,52313,43187,Partially Paid
FEE6005,STU0751,5,90000,3000,2500,95500,95500,0,Paid
FEE6006,STU0751,6,90000,3000,2500,95500,95500,0,Paid
FEE6007,STU0751,7,90000,3000,2500,95500,95500,0,Paid
FEE6008,STU0751,8,90000,3000,2500,95500,95500,0,Paid
FEE6009,STU0752,1,90000,3000,2500,95500,95500,0,Paid
FEE6010,STU0752,2,90000,3000,2500,95500,95500,0,Paid
FEE6011,STU0752,3,90000,3000,2500,95500,95500,0,Paid
FEE6012,STU0752,4,90000,3000,2500,95500,95500,0,Paid
FEE6013,STU0752,5,90000,3000,2500,95500,64603,30897,Partially Paid
FEE6014,STU0752,6,90000,3000,2500,95500,88704,6796,Partially Paid
FEE6015,STU0752,7,90000,3000,2500,95500,95500,0,Paid
FEE6016,STU0752,8,90000,3000,2500,95500,95500,0,Paid
FEE6017,STU0753,1,90000,3000,2500,95500,95500,0,Paid
FEE6018,STU0753,2,90000,3000,2500,95500,95500,0,Paid
FEE6019,STU0753,3,90000,3000,2500,95500,95500,0,Paid
FEE6020,STU0753,4,90000,3000,2500,95500,95500,0,Paid
FEE6021,STU0753,5,90000,3000,2500,95500,95500,0,Paid
FEE6022,STU0753,6,90000,3000,2500,95500,93915,1585,Partially Paid
FEE6023,STU0753,7,90000,3000,2500,95500,95500,0,Paid
FEE6024,STU0753,8,90000,3000,2500,95500,95500,0,Paid
FEE6025,STU0754,1,90000,3000,2500,95500,0,95500,Pending
FEE6026,STU0754,2,90000,3000,2500,95500,63636,31864,Partially Paid
FEE6027,STU0754,3,90000,3000,2500,95500,95500,0,Paid
FEE6028,STU0754,4,90000,3000,2500,95500,0,95500,Pending
FEE6029,STU0754,5,90000,3000,2500,95500,95500,0,Paid
FEE6030,STU0754,6,90000,3000,2500,95500,95500,0,Paid
FEE6031,STU0754,7,90000,3000,2500,95500,95500,0,Paid
FEE6032,STU0754,8,90000,3000,2500,95500,95500,0,Paid
FEE6033,STU0755,1,90000,3000,2500,95500,95500,0,Paid
FEE6034,STU0755,2,90000,3000,2500,95500,95500,0,Paid
FEE6035,STU0755,3,90000,3000,2500,95500,95500,0,Paid
FEE6036,STU0755,4,90000,3000,2500,95500,72250,23250,Partially Paid
FEE6037,STU0755,5,90000,3000,2500,95500,95500,0,Paid
FEE6038,STU0755,6,90000,3000,2500,95500,95500,0,Paid
FEE6039,STU0755,7,90000,3000,2500,95500,95500,0,Paid
FEE6040,STU0755,8,90000,3000,2500,95500,70185,25315,Partially Paid
FEE6041,STU0756,1,90000,3000,2500,95500,0,95500,Pending
FEE6042,STU0756,2,90000,3000,2500,95500,95500,0,Paid
FEE6043,STU0756,3,90000,3000,2500,95500,64412,31088,Partially Paid
FEE6044,STU0756,4,90000,3000,2500,95500,95500,0,Paid
FEE6045,STU0756,5,90000,3000,2500,95500,69725,25775,Partially Paid
FEE6046,STU0756,6,90000,3000,2500,95500,95500,0,Paid
FEE6047,STU0756,7,90000,3000,2500,95500,95500,0,Paid
FEE6048,STU0756,8,90000,3000,2500,95500,95500,0,Paid
FEE6049,STU0757,1,90000,3000,2500,95500,69325,26175,Partially Paid
FEE6050,STU0757,2,90000,3000,2500,95500,95500,0,Paid
FEE6051,STU0757,3,90000,3000,2500,95500,72014,23486,Partially Paid
FEE6052,STU0757,4,90000,3000,2500,95500,0,95500,Pending
FEE6053,STU0757,5,90000,3000,2500,95500,62989,32511,Partially Paid
FEE6054,STU0757,6,90000,3000,2500,95500,95500,0,Paid
FEE6055,STU0757,7,90000,3000,2500,95500,95500,0,Paid
FEE6056,STU0757,8,90000,3000,2500,95500,0,95500,Pending
FEE6057,STU0758,1,90000,3000,2500,95500,95500,0,Paid
FEE6058,STU0758,2,90000,3000,2500,95500,77482,18018,Partially Paid
FEE6059,STU0758,3,90000,3000,2500,95500,59545,35955,Partially Paid
FEE6060,STU0758,4,90000,3000,2500,95500,95500,0,Paid
FEE6061,STU0758,5,90000,3000,2500,95500,95500,0,Paid
FEE6062,STU0758,6,90000,3000,2500,95500,95500,0,Paid
FEE6063,STU0758,7,90000,3000,2500,95500,95500,0,Paid
FEE6064,STU0758,8,90000,3000,2500,95500,95500,0,Paid
FEE6065,STU0759,1,90000,3000,2500,95500,95500,0,Paid
FEE6066,STU0759,2,90000,3000,2500,95500,95500,0,Paid
FEE6067,STU0759,3,90000,3000,2500,95500,60695,34805,Partially Paid
FEE6068,STU0759,4,90000,3000,2500,95500,95500,0,Paid
FEE6069,STU0759,5,90000,3000,2500,95500,53145,42355,Partially Paid
FEE6070,STU0759,6,90000,3000,2500,95500,92572,2928,Partially Paid
FEE6071,STU0759,7,90000,3000,2500,95500,95500,0,Paid
FEE6072,STU0759,8,90000,3000,2500,95500,95500,0,Paid
FEE6073,STU0760,1,90000,3000,2500,95500,81435,14065,Partially Paid
FEE6074,STU0760,2,90000,3000,2500,95500,95500,0,Paid
FEE6075,STU0760,3,90000,3000,2500,95500,64032,31468,Partially Paid
FEE6076,STU0760,4,90000,3000,2500,95500,92206,3294,Partially Paid
FEE6077,STU0760,5,90000,3000,2500,95500,95500,0,Paid
FEE6078,STU0760,6,90000,3000,2500,95500,95500,0,Paid
FEE6079,STU0760,7,90000,3000,2500,95500,95500,0,Paid
FEE6080,STU0760,8,90000,3000,2500,95500,95500,0,Paid
FEE6081,STU0761,1,90000,3000,2500,95500,50693,44807,Partially Paid
FEE6082,STU0761,2,90000,3000,2500,95500,95500,0,Paid
FEE6083,STU0761,3,90000,3000,2500,95500,76735,18765,Partially Paid
FEE6084,STU0761,4,90000,3000,2500,95500,95500,0,Paid
FEE6085,STU0761,5,90000,3000,2500,95500,95500,0,Paid
FEE6086,STU0761,6,90000,3000,2500,95500,85941,9559,Partially Paid
FEE6087,STU0761,7,90000,3000,2500,95500,64032,31468,Partially Paid
FEE6088,STU0761,8,90000,3000,2500,95500,95500,0,Paid
FEE6089,STU0762,1,90000,3000,2500,95500,95500,0,Paid
FEE6090,STU0762,2,90000,3000,2500,95500,95500,0,Paid
FEE6091,STU0762,3,90000,3000,2500,95500,91597,3903,Partially Paid
FEE6092,STU0762,4,90000,3000,2500,95500,0,95500,Pending
FEE6093,STU0762,5,90000,3000,2500,95500,95500,0,Paid
FEE6094,STU0762,6,90000,3000,2500,95500,0,95500,Pending
FEE6095,STU0762,7,90000,3000,2500,95500,95500,0,Paid
FEE6096,STU0762,8,90000,3000,2500,95500,95500,0,Paid
FEE6097,STU0763,1,90000,3000,2500,95500,0,95500,Pending
FEE6098,STU0763,2,90000,3000,2500,95500,0,95500,Pending
FEE6099,STU0763,3,90000,3000,2500,95500,95500,0,Paid
FEE6100,STU0763,4,90000,3000,2500,95500,0,95500,Pending
FEE6101,STU0763,5,90000,3000,2500,95500,95500,0,Paid
FEE6102,STU0763,6,90000,3000,2500,95500,95500,0,Paid
FEE6103,STU0763,7,90000,3000,2500,95500,95500,0,Paid
FEE6104,STU0763,8,90000,3000,2500,95500,57525,37975,Partially Paid
FEE6105,STU0764,1,90000,3000,2500,95500,95500,0,Paid
FEE6106,STU0764,2,90000,3000,2500,95500,0,95500,Pending
FEE6107,STU0764,3,90000,3000,2500,95500,95500,0,Paid
FEE6108,STU0764,4,90000,3000,2500,95500,95500,0,Paid
FEE6109,STU0764,5,90000,3000,2500,95500,95500,0,Paid
FEE6110,STU0764,6,90000,3000,2500,95500,95500,0,Paid
FEE6111,STU0764,7,90000,3000,2500,95500,95500,0,Paid
FEE6112,STU0764,8,90000,3000,2500,95500,65622,29878,Partially Paid
FEE6113,STU0765,1,90000,3000,2500,95500,95500,0,Paid
FEE6114,STU0765,2,90000,3000,2500,95500,95500,0,Paid
FEE6115,STU0765,3,90000,3000,2500,95500,95500,0,Paid
FEE6116,STU0765,4,90000,3000,2500,95500,0,95500,Pending
FEE6117,STU0765,5,90000,3000,2500,95500,95500,0,Paid
FEE6118,STU0765,6,90000,3000,2500,95500,63944,31556,Partially Paid
FEE6119,STU0765,7,90000,3000,2500,95500,95500,0,Paid
FEE6120,STU0765,8,90000,3000,2500,95500,0,95500,Pending
FEE6121,STU0766,1,90000,3000,2500,95500,55967,39533,Partially Paid
FEE6122,STU0766,2,90000,3000,2500,95500,95500,0,Paid
FEE6123,STU0766,3,90000,3000,2500,95500,59014,36486,Partially Paid
FEE6124,STU0766,4,90000,3000,2500,95500,91361,4139,Partially Paid
FEE6125,STU0766,5,90000,3000,2500,95500,95500,0,Paid
FEE6126,STU0766,6,90000,3000,2500,95500,54667,40833,Partially Paid
FEE6127,STU0766,7,90000,3000,2500,95500,95500,0,Paid
FEE6128,STU0766,8,90000,3000,2500,95500,95500,0,Paid
FEE6129,STU0767,1,90000,3000,2500,95500,95500,0,Paid
FEE6130,STU0767,2,90000,3000,2500,95500,83367,12133,Partially Paid
FEE6131,STU0767,3,90000,3000,2500,95500,95500,0,Paid
FEE6132,STU0767,4,90000,3000,2500,95500,95500,0,Paid
FEE6133,STU0767,5,90000,3000,2500,95500,95500,0,Paid
FEE6134,STU0767,6,90000,3000,2500,95500,50182,45318,Partially Paid
FEE6135,STU0767,7,90000,3000,2500,95500,95500,0,Paid
FEE6136,STU0767,8,90000,3000,2500,95500,95500,0,Paid
FEE6137,STU0768,1,90000,3000,2500,95500,95500,0,Paid
FEE6138,STU0768,2,90000,3000,2500,95500,84982,10518,Partially Paid
FEE6139,STU0768,3,90000,3000,2500,95500,95500,0,Paid
FEE6140,STU0768,4,90000,3000,2500,95500,89868,5632,Partially Paid
FEE6141,STU0768,5,90000,3000,2500,95500,67719,27781,Partially Paid
FEE6142,STU0768,6,90000,3000,2500,95500,95500,0,Paid
FEE6143,STU0768,7,90000,3000,2500,95500,95500,0,Paid
FEE6144,STU0768,8,90000,3000,2500,95500,95500,0,Paid
FEE6145,STU0769,1,90000,3000,2500,95500,78932,16568,Partially Paid
FEE6146,STU0769,2,90000,3000,2500,95500,95500,0,Paid
FEE6147,STU0769,3,90000,3000,2500,95500,95500,0,Paid
FEE6148,STU0769,4,90000,3000,2500,95500,0,95500,Pending
FEE6149,STU0769,5,90000,3000,2500,95500,95500,0,Paid
FEE6150,STU0769,6,90000,3000,2500,95500,0,95500,Pending
FEE6151,STU0769,7,90000,3000,2500,95500,95500,0,Paid
FEE6152,STU0769,8,90000,3000,2500,95500,53815,41685,Partially Paid
FEE6153,STU0770,1,90000,3000,2500,95500,95500,0,Paid
FEE6154,STU0770,2,90000,3000,2500,95500,0,95500,Pending
FEE6155,STU0770,3,90000,3000,2500,95500,95500,0,Paid
FEE6156,STU0770,4,90000,3000,2500,95500,0,95500,Pending
FEE6157,STU0770,5,90000,3000,2500,95500,95500,0,Paid
FEE6158,STU0770,6,90000,3000,2500,95500,58903,36597,Partially Paid
FEE6159,STU0770,7,90000,3000,2500,95500,95500,0,Paid
FEE6160,STU0770,8,90000,3000,2500,95500,95500,0,Paid
FEE6161,STU0771,1,90000,3000,2500,95500,95500,0,Paid
FEE6162,STU0771,2,90000,3000,2500,95500,52171,43329,Partially Paid
FEE6163,STU0771,3,90000,3000,2500,95500,95500,0,Paid
FEE6164,STU0771,4,90000,3000,2500,95500,95500,0,Paid
FEE6165,STU0771,5,90000,3000,2500,95500,95500,0,Paid
FEE6166,STU0771,6,90000,3000,2500,95500,64442,31058,Partially Paid
FEE6167,STU0771,7,90000,3000,2500,95500,95500,0,Paid
FEE6168,STU0771,8,90000,3000,2500,95500,79514,15986,Partially Paid
FEE6169,STU0772,1,90000,3000,2500,95500,95500,0,Paid
FEE6170,STU0772,2,90000,3000,2500,95500,95500,0,Paid
FEE6171,STU0772,3,90000,3000,2500,95500,95500,0,Paid
FEE6172,STU0772,4,90000,3000,2500,95500,95500,0,Paid
FEE6173,STU0772,5,90000,3000,2500,95500,95500,0,Paid
FEE6174,STU0772,6,90000,3000,2500,95500,59604,35896,Partially Paid
FEE6175,STU0772,7,90000,3000,2500,95500,95500,0,Paid
FEE6176,STU0772,8,90000,3000,2500,95500,66752,28748,Partially Paid
FEE6177,STU0773,1,90000,3000,2500,95500,95500,0,Paid
